City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Solomons Island,MD,Disk,22,9,20:00:00,1997-09-22,Segunda-feira
Garden Grove,CA,Rectangle,19,9,00:00:00,1997-09-19,Sexta-feira
Houston,TX,Disk,15,9,00:00:00,1997-09-15,Segunda-feira
Santa Fe,NM,Light,15,9,20:00:00,1997-09-15,Segunda-feira
Kent,WA,Sphere,15,9,20:00:00,1997-09-15,Segunda-feira
Angola,IN,Circle,15,9,20:00:00,1997-09-15,Segunda-feira
Gulf of Mexico,LA,Cigar,7,9,12:00:00,1997-09-07,Domingo
Albany,ME,Light,1,9,23:00:00,1997-09-01,Segunda-feira
Carlsbad,CA,Light,1,9,22:30:00,1997-09-01,Segunda-feira
Ophir Mountain,UT,Circle,30,10,00:00:00,1997-10-30,Quinta-feira
Milford,CA,Disk,22,10,15:00:00,1997-10-22,Quarta-feira
Gig Harbor,WA,Light,20,10,08:45:00,1997-10-20,Segunda-feira
Attleboro,MA,Light,19,10,02:00:00,1997-10-19,Domingo
Ignacio,CO,Triangle,17,10,20:00:00,1997-10-17,Sexta-feira
Rosburg,WA,Triangle,15,10,20:00:00,1997-10-15,Quarta-feira
Shark River Hills,NJ,Triangle,15,10,19:00:00,1997-10-15,Quarta-feira
Daggett,CA,Rectangle,15,10,17:30:00,1997-10-15,Quarta-feira
New Britain (?),CT,Rectangle,15,10,17:00:00,1997-10-15,Quarta-feira
Bonaire,GA,Triangle,10,10,20:00:00,1997-10-10,Sexta-feira
Mesa,AZ,Sphere,10,10,17:00:00,1997-10-10,Sexta-feira
Waco,TX,Light,3,10,21:30:00,1997-10-03,Sexta-feira
Ringgold,GA,Circle,2,10,02:00:00,1997-10-02,Quinta-feira
Summerville,SC,Triangle,1,10,22:00:00,1997-10-01,Quarta-feira
Green Bay,WI,Light,1,10,19:00:00,1997-10-01,Quarta-feira
Pelzer,SC,Triangle,1,10,19:00:00,1997-10-01,Quarta-feira
Lake Geneva,WI,Fireball,28,11,19:30:00,1997-11-28,Sexta-feira
Plattsmouth,NE,Circle,21,11,12:00:00,1997-11-21,Sexta-feira
Chester,NJ,Circle,15,11,23:00:00,1997-11-15,Sábado
Varysburg,NY,Triangle,15,11,21:30:00,1997-11-15,Sábado
El Centro,CA,Oval,15,11,20:00:00,1997-11-15,Sábado
Stevens Pass,WA,Disk,14,11,22:00:00,1997-11-14,Sexta-feira
Gig Harbor,WA,Formation,14,11,21:00:00,1997-11-14,Sexta-feira
Lynnwood,WA,Oval,14,11,20:00:00,1997-11-14,Sexta-feira
Perkinston,MS,Cigar,9,11,21:00:00,1997-11-09,Domingo
Warren,OH,Other,31,12,20:30:00,1997-12-31,Quarta-feira
Los Angeles (Eagle Rock),CA,Disk,25,12,09:00:00,1997-12-25,Quinta-feira
Ocala,FL,Fireball,17,12,00:15:00,1997-12-17,Quarta-feira
Iola,IL,Fireball,15,12,22:00:00,1997-12-15,Segunda-feira
Oak Hill,WV,Triangle,15,12,18:00:00,1997-12-15,Segunda-feira
Fort Ann,NY,Other,10,12,20:00:00,1997-12-10,Quarta-feira
Paramus (souh of),NJ,Fireball,1,12,23:30:00,1997-12-01,Segunda-feira
Greentown,IN,Cigar,1,12,22:00:00,1997-12-01,Segunda-feira
Middletown,NJ,Fireball,11,1,06:55:00,1998-01-11,Domingo
Milwaukee/West Allis/West Milwaukee,WI,Changing,1,1,23:00:00,1998-01-01,Quinta-feira
Coxsacke,NY,Light,1,1,20:30:00,1998-01-01,Quinta-feira
Baton Rouge,LA,Circle,1,1,13:00:00,1998-01-01,Quinta-feira
Tallahassee,FL,Triangle,26,2,22:30:00,1998-02-26,Quinta-feira
Four Corners,NM,Other,1,2,00:30:00,1998-02-01,Domingo
Alexandria,LA,Triangle,25,3,23:30:00,1998-03-25,Quarta-feira
Trout Run,PA,Fireball,18,3,02:00:00,1998-03-18,Quarta-feira
Roswell,NM,Triangle,15,3,00:00:00,1998-03-15,Domingo
Farina,IL,Fireball,15,3,22:30:00,1998-03-15,Domingo
Los Osos,CA,Sphere,15,3,21:30:00,1998-03-15,Domingo
Gladewater,TX,Triangle,15,3,19:00:00,1998-03-15,Domingo
Frankfort,IN,Triangle,14,3,21:00:00,1998-03-14,Sábado
San Diego,CA,Circle,13,3,21:00:00,1998-03-13,Sexta-feira
Malabar,FL,Triangle,7,3,08:00:00,1998-03-07,Sábado
Goleta,CA,Circle,5,3,10:00:00,1998-03-05,Quinta-feira
Houston,TX,Sphere,3,3,20:00:00,1998-03-03,Terça-feira
Beal AFB,CA,Disk,1,3,02:30:00,1998-03-01,Domingo
Tulsa,OK,Circle,28,4,22:00:00,1998-04-28,Terça-feira
Frisco,CO,Oval,25,4,20:00:00,1998-04-25,Sábado
Muskegon,MI,Other,20,4,21:00:00,1998-04-20,Segunda-feira
Fort Gay,WV,Disk,16,4,15:00:00,1998-04-16,Quinta-feira
Hartsgrove,OH,Disk,15,4,20:30:00,1998-04-15,Quarta-feira
Richmond,CA,Disk,15,4,20:00:00,1998-04-15,Quarta-feira
Baraboo,WI,Sphere,15,4,08:20:00,1998-04-15,Quarta-feira
Catawba,OH,Triangle,15,4,07:45:00,1998-04-15,Quarta-feira
Soquel,CA,Other,5,4,11:50:00,1998-04-05,Domingo
Northern California,CA,Light,4,4,23:00:00,1998-04-04,Sábado
Henry County,OH,Triangle,1,4,21:00:00,1998-04-01,Quarta-feira
Providence,RI,Circle,1,4,13:00:00,1998-04-01,Quarta-feira
Salem,OR,Oval,30,5,21:00:00,1998-05-30,Sábado
Fort Myers,FL,Circle,20,5,01:00:00,1998-05-20,Quarta-feira
Sebastopol,MS,Light,15,5,21:45:00,1998-05-15,Sexta-feira
Ft. Campbell,KY,Circle,15,5,07:30:00,1998-05-15,Sexta-feira
Nettleton,MS,Light,15,5,07:30:00,1998-05-15,Sexta-feira
Pampa,TX,Light,12,5,03:00:00,1998-05-12,Terça-feira
Deerfield Beach,FL,Light,8,5,21:40:00,1998-05-08,Sexta-feira
Colorado Springs,CO,Other,6,5,20:00:00,1998-05-06,Quarta-feira
Las Vegas,NV,Triangle,3,5,21:00:00,1998-05-03,Domingo
Gwinn,MI,Triangle,1,5,22:00:00,1998-05-01,Sexta-feira
Brooklyn,MI,Oval,30,6,21:30:00,1998-06-30,Terça-feira
Alpha,IL,Circle,30,6,13:00:00,1998-06-30,Terça-feira
Commerce Township,MI,Changing,30,6,10:00:00,1998-06-30,Terça-feira
Port St. Lucie,FL,Disk,30,6,03:00:00,1998-06-30,Terça-feira
Quartzite,AZ,Flash,30,6,01:30:00,1998-06-30,Terça-feira
Jacksonville,FL,Circle,20,6,03:30:00,1998-06-20,Sábado
Vincennes,IN,Light,16,6,20:46:00,1998-06-16,Terça-feira
Vincennes,IN,Light,16,6,08:46:00,1998-06-16,Terça-feira
Bellingham,WA,Light,15,6,21:00:00,1998-06-15,Segunda-feira
Bensalem,PA,Disk,15,6,21:00:00,1998-06-15,Segunda-feira
Beavercreek,OH,Other,15,6,08:23:00,1998-06-15,Segunda-feira
Montebello,CA,Light,12,6,22:45:00,1998-06-12,Sexta-feira
Mechanicsville,IA,Triangle,10,6,20:00:00,1998-06-10,Quarta-feira
Elba,NY,Light,6,6,22:00:00,1998-06-06,Sábado
Tampa,FL,Light,6,6,21:30:00,1998-06-06,Sábado
Salinas,CA,Fireball,6,6,19:00:00,1998-06-06,Sábado
Aransas Pass,TX,Circle,1,6,23:00:00,1998-06-01,Segunda-feira
Rancho Tehama,CA,Disk,1,6,23:00:00,1998-06-01,Segunda-feira
Portland,OR,Triangle,1,6,22:00:00,1998-06-01,Segunda-feira
Liberty County (on highway),MT,Other,1,6,22:00:00,1998-06-01,Segunda-feira
Valencia,CA,Triangle,1,6,22:00:00,1998-06-01,Segunda-feira
Wendover,UT,Triangle,1,6,21:30:00,1998-06-01,Segunda-feira
Sulphur,LA,Sphere,1,6,21:00:00,1998-06-01,Segunda-feira
New Rochelle,NY,Light,1,6,20:00:00,1998-06-01,Segunda-feira
Hunstville,AL,Changing,1,6,18:00:00,1998-06-01,Segunda-feira
Colville,WA,Other,1,6,16:30:00,1998-06-01,Segunda-feira
West Plains,MO,Triangle,1,6,14:00:00,1998-06-01,Segunda-feira
Los Angeles,CA,Disk,1,6,12:30:00,1998-06-01,Segunda-feira
Winston-Salem (north of),NC,Circle,1,6,10:30:00,1998-06-01,Segunda-feira
Ellensburg,WA,Light,1,6,10:00:00,1998-06-01,Segunda-feira
Danville,OH,Disk,1,6,01:00:00,1998-06-01,Segunda-feira
Waynesboro,VA,Disk,30,7,22:00:00,1998-07-30,Quinta-feira
Moscow Mills,MO,Cigar,25,7,20:00:00,1998-07-25,Sábado
Sulphur springs,TX,Triangle,20,7,16:00:00,1998-07-20,Segunda-feira
Sulphur Springs,TX,Triangle,20,7,16:00:00,1998-07-20,Segunda-feira
Scales Mound,IL,Light,15,7,21:30:00,1998-07-15,Quarta-feira
Sterling,VA,Disk,15,7,19:00:00,1998-07-15,Quarta-feira
New York City (Brooklyn),NY,Other,15,7,14:00:00,1998-07-15,Quarta-feira
Columbus,OH,Other,15,7,08:00:00,1998-07-15,Quarta-feira
Albuquerque,NM,Fireball,15,7,01:30:00,1998-07-15,Quarta-feira
Minneapolis,MN,Disk,15,7,01:00:00,1998-07-15,Quarta-feira
Shanadoah,IA,Triangle,14,7,23:00:00,1998-07-14,Terça-feira
Arnold,MO,Light,10,7,17:30:00,1998-07-10,Sexta-feira
New Rochelle,NY,Cigar,10,7,15:00:00,1998-07-10,Sexta-feira
West Bloomfield,MI,Other,8,7,23:00:00,1998-07-08,Quarta-feira
Hull,GA,Oval,7,7,22:00:00,1998-07-07,Terça-feira
Camdenton,MO,Other,7,7,01:00:00,1998-07-07,Terça-feira
Manasota Key,FL,Formation,5,7,02:00:00,1998-07-05,Domingo
Akron,OH,Other,4,7,22:00:00,1998-07-04,Sábado
Lockwood,CA,Cigar,1,7,22:00:00,1998-07-01,Quarta-feira
Rapid City,MI,Sphere,1,7,02:00:00,1998-07-01,Quarta-feira
Roseville,CA,Circle,1,7,00:00:00,1998-07-01,Quarta-feira
West Islip,NY,Other,28,8,19:00:00,1998-08-28,Sexta-feira
Mobile,AL,Light,28,8,05:45:00,1998-08-28,Sexta-feira
Santa Rosa,CA,Disk,23,8,11:45:00,1998-08-23,Domingo
Crestline (Silverwood Lake),CA,Triangle,15,8,23:30:00,1998-08-15,Sábado
Annapolis,MD,Triangle,15,8,23:00:00,1998-08-15,Sábado
Tracy (near; on I-5; close to Gilroy),CA,Circle,15,8,17:00:00,1998-08-15,Sábado
Perryville,MO,Fireball,15,8,11:00:00,1998-08-15,Sábado
Highlands Ranch,CO,Flash,15,8,01:00:00,1998-08-15,Sábado
Burlington,ND,Fireball,14,8,16:00:00,1998-08-14,Sexta-feira
Hampton,NH,Circle,13,8,03:00:00,1998-08-13,Quinta-feira
Lake Alpine,CA,Sphere,13,8,02:00:00,1998-08-13,Quinta-feira
Harrisburg,PA,Triangle,10,8,22:00:00,1998-08-10,Segunda-feira
Modesto,CA,Triangle,10,8,22:00:00,1998-08-10,Segunda-feira
Casa Grande,AZ,Triangle,7,8,00:00:00,1998-08-07,Sexta-feira
Casa Grande,AZ,Triangle,7,8,00:00:00,1998-08-07,Sexta-feira
Mumford,NY,Circle,5,8,21:00:00,1998-08-05,Quarta-feira
Chicago,IL,Light,1,8,03:00:00,1998-08-01,Sábado
Binghamton,NY,Sphere,1,8,00:00:00,1998-08-01,Sábado
Dearborn,MI,Other,21,9,21:00:00,1998-09-21,Segunda-feira
Tukwila,WA,Sphere,20,9,14:00:00,1998-09-20,Domingo
Fort Bragg,NC,Triangle,20,9,01:15:00,1998-09-20,Domingo
Belen,NM,Light,15,9,23:00:00,1998-09-15,Terça-feira
Lubbock,TX,Other,15,9,20:00:00,1998-09-15,Terça-feira
Hawkinsville,GA,Disk,15,9,19:00:00,1998-09-15,Terça-feira
Manchester,KY,Cigar,12,9,02:00:00,1998-09-12,Sábado
Edinboro (near),PA,Triangle,10,9,22:30:00,1998-09-10,Quinta-feira
San Angelo,TX,Fireball,10,9,20:00:00,1998-09-10,Quinta-feira
Schaumburg,IL,Oval,2,9,21:00:00,1998-09-02,Quarta-feira
Ft. Myers Beach (off coast of),FL,Triangle,1,9,22:00:00,1998-09-01,Terça-feira
Snow Shoe (in general area of),PA,Cigar,1,9,22:00:00,1998-09-01,Terça-feira
Nashville,TN,Other,29,10,19:00:00,1998-10-29,Quinta-feira
Detroit,MI,Circle,28,10,10:30:00,1998-10-28,Quarta-feira
Rupert,ID,Sphere,22,10,03:30:00,1998-10-22,Quinta-feira
Antwerp,OH,Triangle,19,10,22:30:00,1998-10-19,Segunda-feira
Bridgewater,SD,Other,17,10,11:30:00,1998-10-17,Sábado
Sacramento,CA,Triangle,16,10,11:40:00,1998-10-16,Sexta-feira
Adamsville,AL,Circle,15,10,22:30:00,1998-10-15,Quinta-feira
Enterprise,AL,Triangle,15,10,21:00:00,1998-10-15,Quinta-feira
NYC/Westchester area,NY,Triangle,10,10,20:30:00,1998-10-10,Sábado
Key West,FL,Changing,3,10,01:00:00,1998-10-03,Sábado
Franklin,IN,Triangle,1,10,22:00:00,1998-10-01,Quinta-feira
Clarinda,IA,Triangle,1,10,21:00:00,1998-10-01,Quinta-feira
San Francisco,CA,Sphere,1,10,10:00:00,1998-10-01,Quinta-feira
Chester,SC,Sphere,1,10,07:00:00,1998-10-01,Quinta-feira
Point Pleasant,WV,Sphere,24,11,16:00:00,1998-11-24,Terça-feira
Coon Rapids,MN,Oval,23,11,18:05:00,1998-11-23,Segunda-feira
Dillsburg,PA,Light,20,11,20:00:00,1998-11-20,Sexta-feira
Las Vegas,NM,Light,19,11,02:30:00,1998-11-19,Quinta-feira
Dunns Mills,NJ,Disk,18,11,21:15:00,1998-11-18,Quarta-feira
Kodiak,AK,Light,18,11,18:00:00,1998-11-18,Quarta-feira
Darien,WI,Other,16,11,18:00:00,1998-11-16,Segunda-feira
Richland Center,WI,Other,15,11,00:00:00,1998-11-15,Domingo
Albuquerque,NM,Oval,4,11,15:30:00,1998-11-04,Quarta-feira
Skippers,VA,Triangle,1,11,20:30:00,1998-11-01,Domingo
Cape May Court House,NJ,Sphere,30,12,02:00:00,1998-12-30,Quarta-feira
Vance,SC,Circle,25,12,23:30:00,1998-12-25,Sexta-feira
Carmel,CA,Circle,25,12,22:00:00,1998-12-25,Sexta-feira
Mansfield,OH,Sphere,21,12,06:30:00,1998-12-21,Segunda-feira
West Palm Beach,FL,Triangle,20,12,20:30:00,1998-12-20,Domingo
Kansas (location unspecified),KS,Light,19,12,03:30:00,1998-12-19,Sábado
Fairbanks,AK,Formation,15,12,20:00:00,1998-12-15,Terça-feira
Waterford,WI,Rectangle,15,12,00:00:00,1998-12-15,Terça-feira
Soddy Daisy,TN,Sphere,7,12,10:00:00,1998-12-07,Segunda-feira
Portland,OR,Oval,24,1,20:00:00,1999-01-24,Domingo
Dallas,TX,Circle,12,1,00:00:00,1999-01-12,Terça-feira
Estes Park,CO,Circle,5,1,14:00:00,1999-01-05,Terça-feira
Madison,WI,Disk,2,1,00:00:00,1999-01-02,Sábado
New Orleans,LA,Light,20,2,20:00:00,1999-02-20,Sábado
Palm Springs,CA,Circle,20,2,19:00:00,1999-02-20,Sábado
Cleveland,GA,Oval,20,2,07:00:00,1999-02-20,Sábado
Sacramento,CA,Other,15,2,18:00:00,1999-02-15,Segunda-feira
Southington,CT,Disk,30,3,21:00:00,1999-03-30,Terça-feira
Pacific City,OR,Sphere,24,3,20:30:00,1999-03-24,Quarta-feira
Hikilki,MN,Oval,22,3,03:30:00,1999-03-22,Segunda-feira
Galax,VA,Sphere,13,3,05:55:00,1999-03-13,Sábado
Johnstown,PA,Cigar,10,3,02:00:00,1999-03-10,Quarta-feira
Fyffe,AL,Rectangle,15,4,19:00:00,1999-04-15,Quinta-feira
Boulder City,NV,Other,24,5,19:00:00,1999-05-24,Segunda-feira
Marion,OH,Sphere,21,5,16:00:00,1999-05-21,Sexta-feira
Panama City Beach,FL,Triangle,20,5,23:00:00,1999-05-20,Quinta-feira
Montrose,IL,Circle,20,5,20:00:00,1999-05-20,Quinta-feira
Jonesboro,IN,Sphere,20,5,18:00:00,1999-05-20,Quinta-feira
Cartwright,ND,Rectangle,20,5,14:00:00,1999-05-20,Quinta-feira
Bakersfield,CA,Circle,19,5,02:00:00,1999-05-19,Quarta-feira
Ashtabula,OH,Cigar,15,5,12:00:00,1999-05-15,Sábado
Airway Heights (rural; N of Fairchild AFB),WA,Disk,15,5,05:45:00,1999-05-15,Sábado
Dixon,IL,Triangle,14,5,00:00:00,1999-05-14,Sexta-feira
Lewisburg,PA,Triangle,1,5,17:00:00,1999-05-01,Sábado
Lexington,SC,Disk,30,6,22:30:00,1999-06-30,Quarta-feira
Shawnee,KS,Other,30,6,16:30:00,1999-06-30,Quarta-feira
Corbin/Williamsburg,KY,Light,30,6,01:00:00,1999-06-30,Quarta-feira
Shingletown,CA,Circle,30,6,00:00:00,1999-06-30,Quarta-feira
Hiko (outside of ),NV,Sphere,21,6,18:30:00,1999-06-21,Segunda-feira
Iron Moutain,MI,Disk,17,6,12:00:00,1999-06-17,Quinta-feira
Jasper,AL,Circle,15,6,23:30:00,1999-06-15,Terça-feira
On highway; location unknown,WY,Other,15,6,22:00:00,1999-06-15,Terça-feira
Northern Oglala,SD,Flash,15,6,19:00:00,1999-06-15,Terça-feira
St. Charles,MO,Rectangle,15,6,12:00:00,1999-06-15,Terça-feira
Phoenix,AZ,Disk,12,6,02:30:00,1999-06-12,Sábado
Barksdale AFB,LA,Triangle,12,6,01:00:00,1999-06-12,Sábado
Kansas City (north),MO,Light,11,6,23:00:00,1999-06-11,Sexta-feira
Riverton,WY,Triangle,10,6,23:00:00,1999-06-10,Quinta-feira
Davenport,WA,Sphere,10,6,03:00:00,1999-06-10,Quinta-feira
Bristol,TN,Light,1,6,23:00:00,1999-06-01,Terça-feira
Franklin,TN,Triangle,1,6,23:00:00,1999-06-01,Terça-feira
Corpus Christi,TX,Other,1,6,22:45:00,1999-06-01,Terça-feira
Lost Park area,CO,Other,1,6,22:00:00,1999-06-01,Terça-feira
Sandusky,OH,Rectangle,1,6,21:00:00,1999-06-01,Terça-feira
Spokane,WA,Light,1,6,20:15:00,1999-06-01,Terça-feira
Gonzales,CA,Changing,1,6,19:00:00,1999-06-01,Terça-feira
Batavia,OH,Light,1,6,19:00:00,1999-06-01,Terça-feira
Milford,DE,Fireball,1,6,19:00:00,1999-06-01,Terça-feira
Georgetown,IL,Other,1,6,14:00:00,1999-06-01,Terça-feira
Bridgeport,CT,Other,1,6,13:00:00,1999-06-01,Terça-feira
Tucson,AZ,Other,1,6,12:00:00,1999-06-01,Terça-feira
Renton,WA,Disk,1,6,12:00:00,1999-06-01,Terça-feira
Lorain,OH,Light,1,6,02:00:00,1999-06-01,Terça-feira
Rowland Heights,CA,Light,1,6,02:00:00,1999-06-01,Terça-feira
Venice,FL,Disk,1,6,02:00:00,1999-06-01,Terça-feira
Gig Harbor,WA,Circle,1,6,01:00:00,1999-06-01,Terça-feira
South Jordan,UT,Circle,1,6,01:00:00,1999-06-01,Terça-feira
Breckenridge,MN,Disk,1,6,01:00:00,1999-06-01,Terça-feira
Fremont,MI,Light,1,6,00:00:00,1999-06-01,Terça-feira
Ponca City,OK,Triangle,28,7,22:00:00,1999-07-28,Quarta-feira
Coalinga,CA,Triangle,23,7,23:45:00,1999-07-23,Sexta-feira
Bay Point/ Pittsburg,CA,Other,22,7,20:00:00,1999-07-22,Quinta-feira
Jackson,LA,Other,21,7,18:00:00,1999-07-21,Quarta-feira
Cherokee Pass,MO,Other,15,7,20:15:00,1999-07-15,Quinta-feira
Oxford,ME,Disk,15,7,19:00:00,1999-07-15,Quinta-feira
Mosier,OR,Light,15,7,01:00:00,1999-07-15,Quinta-feira
Blyville,AR,Other,14,7,17:00:00,1999-07-14,Quarta-feira
Grand Rapids,MI,Light,14,7,14:00:00,1999-07-14,Quarta-feira
Bald Eagle Lake,MN,Fireball,7,7,23:00:00,1999-07-07,Quarta-feira
Seattle,WA,Light,7,7,16:30:00,1999-07-07,Quarta-feira
Omaha (~ 60 mi. NW of),NE,Triangle,6,7,22:00:00,1999-07-06,Terça-feira
Pauls Valley,OK,Sphere,4,7,22:00:00,1999-07-04,Domingo
Luna Pier,MI,Sphere,2,7,14:00:00,1999-07-02,Sexta-feira
Chicago,IL,Disk,1,7,09:00:00,1999-07-01,Quinta-feira
San Diego,CA,Circle,28,8,02:00:00,1999-08-28,Sábado
Grapevine,CA,Light,26,8,00:00:00,1999-08-26,Quinta-feira
Ivanhoe,CA,Light,25,8,00:00:00,1999-08-25,Quarta-feira
Chicago,IL,Other,22,8,11:55:00,1999-08-22,Domingo
Port Huron,MI,Circle,17,8,14:00:00,1999-08-17,Terça-feira
Grand Marais,MN,Sphere,16,8,23:00:00,1999-08-16,Segunda-feira
Spokane,WA,Light,15,8,23:00:00,1999-08-15,Domingo
Salem,OR,Other,15,8,23:00:00,1999-08-15,Domingo
Hobe Sound,FL,Circle,15,8,21:00:00,1999-08-15,Domingo
Centerville,IA,Circle,15,8,02:30:00,1999-08-15,Domingo
Vancouver,WA,Oval,13,8,23:00:00,1999-08-13,Sexta-feira
Casa Grande,AZ,Triangle,13,8,23:00:00,1999-08-13,Sexta-feira
New York City (Manhattan),NY,Triangle,7,8,17:00:00,1999-08-07,Sábado
Spokane,WA,Triangle,5,8,01:30:00,1999-08-05,Quinta-feira
San Jose,CA,Disk,1,8,13:00:00,1999-08-01,Domingo
Aberdeen,WA,Triangle,30,9,21:00:00,1999-09-30,Quinta-feira
St. David,IL,Light,25,9,23:30:00,1999-09-25,Sábado
LaCygne,KS,Changing,22,9,01:00:00,1999-09-22,Quarta-feira
"Boring, Sandy area",OR,Circle,17,9,20:11:00,1999-09-17,Sexta-feira
Colorado Springs,CO,Sphere,17,9,09:00:00,1999-09-17,Sexta-feira
Hinsdale (unincorporated area),IL,Other,17,9,01:00:00,1999-09-17,Sexta-feira
Columbia Falls,MT,Disk,15,9,23:00:00,1999-09-15,Quarta-feira
Bath,ME,Triangle,15,9,09:00:00,1999-09-15,Quarta-feira
Florence,MT,Light,10,9,02:00:00,1999-09-10,Sexta-feira
Alsea,OR,Light,8,9,20:00:00,1999-09-08,Quarta-feira
Highland Park,MI,Triangle,6,9,23:45:00,1999-09-06,Segunda-feira
Sutton,WV,Disk,5,9,06:30:00,1999-09-05,Domingo
Paola,KS,Cigar,1,9,21:00:00,1999-09-01,Quarta-feira
Coon Rapids,MN,Triangle,1,9,21:00:00,1999-09-01,Quarta-feira
Zanesville,OH,Circle,1,9,19:00:00,1999-09-01,Quarta-feira
Bicknell,IN,Light,1,9,19:00:00,1999-09-01,Quarta-feira
Junction City,OH,Triangle,1,9,00:00:00,1999-09-01,Quarta-feira
Nassau,NY,Triangle,31,10,18:45:00,1999-10-31,Domingo
Austin,TX,Oval,27,10,19:30:00,1999-10-27,Quarta-feira
Chesapeak Bay,MD,Disk,26,10,20:00:00,1999-10-26,Terça-feira
Yadkinville,NC,Fireball,25,10,21:00:00,1999-10-25,Segunda-feira
White River National Forest,AR,Light,20,10,02:00:00,1999-10-20,Quarta-feira
Round Rock,TX,Sphere,19,10,22:45:00,1999-10-19,Terça-feira
Buffalo,NY,Triangle,15,10,23:00:00,1999-10-15,Sexta-feira
Taylor,MI,Sphere,15,10,18:30:00,1999-10-15,Sexta-feira
Sierra Vista,AZ,Circle,15,10,18:00:00,1999-10-15,Sexta-feira
Lexington,MA,Fireball,15,10,02:00:00,1999-10-15,Sexta-feira
Tulsa,OK,Other,12,10,22:15:00,1999-10-12,Terça-feira
Jersey,NJ,Disk,12,10,10:30:00,1999-10-12,Terça-feira
Miami,OK,Oval,12,10,09:00:00,1999-10-12,Terça-feira
Lancaster,CA,Triangle,30,11,00:00:00,1999-11-30,Terça-feira
St. Petersburg,FL,Light,28,11,22:00:00,1999-11-28,Domingo
Dubois,PA,Fireball,28,11,00:00:00,1999-11-28,Domingo
Rocky Mount,NC,Cigar,24,11,21:00:00,1999-11-24,Quarta-feira
Anaheim,CA,Fireball,24,11,10:00:00,1999-11-24,Quarta-feira
Millwood,KY,Formation,16,11,00:00:00,1999-11-16,Terça-feira
Kayenta,AZ,Light,16,11,23:00:00,1999-11-16,Terça-feira
Simpsonville,KY,Fireball,16,11,21:30:00,1999-11-16,Terça-feira
Nashville,IN,Fireball,16,11,18:00:00,1999-11-16,Terça-feira
Henderson,KY,Light,10,11,10:35:00,1999-11-10,Quarta-feira
San Francisco,CA,Light,8,11,19:00:00,1999-11-08,Segunda-feira
San Mateo,CA,Disk,5,11,17:30:00,1999-11-05,Sexta-feira
Torrance,CA,Triangle,1,11,20:00:00,1999-11-01,Segunda-feira
Ephrata,WA,Triangle,1,11,18:00:00,1999-11-01,Segunda-feira
Walker County (not in city),TX,Circle,1,11,15:00:00,1999-11-01,Segunda-feira
Las Vegas,NV,Oval,1,11,04:00:00,1999-11-01,Segunda-feira
Boaz,AL,Cigar,31,12,01:00:00,1999-12-31,Sexta-feira
SC/NC (I-85),SC,Fireball,28,12,22:00:00,1999-12-28,Terça-feira
Lake Shasta,CA,Light,28,12,02:00:00,1999-12-28,Terça-feira
Fulton,AR,Triangle,23,12,20:30:00,1999-12-23,Quinta-feira
Gibsonville,NC,Sphere,16,12,07:15:00,1999-12-16,Quinta-feira
Colombiana,AL,Rectangle,5,12,04:20:00,1999-12-05,Domingo
Deming,NM,Changing,4,12,02:00:00,1999-12-04,Sábado
Cape Canaveral,FL,Light,31,1,21:00:00,2000-01-31,Segunda-feira
Orland,CA,Triangle,17,1,21:40:00,2000-01-17,Segunda-feira
West Fargo,ND,Sphere,15,1,22:30:00,2000-01-15,Sábado
Lake Charles,LA,Light,15,1,20:00:00,2000-01-15,Sábado
Scottsdale,AZ,Light,4,1,20:30:00,2000-01-04,Terça-feira
Union,MO,Triangle,4,1,03:15:00,2000-01-04,Terça-feira
Jacksonville,FL,Rectangle,2,1,00:00:00,2000-01-02,Domingo
Mesa,AZ,Oval,2,1,00:30:00,2000-01-02,Domingo
Patoka,IL,Triangle,1,1,21:00:00,2000-01-01,Sábado
Clovis,CA,Light,1,1,05:00:00,2000-01-01,Sábado
Omaha,NE,Light,1,1,01:00:00,2000-01-01,Sábado
New York City (Brooklyn),NY,Disk,26,2,10:00:00,2000-02-26,Sábado
Billings,MT,Circle,23,2,19:00:00,2000-02-23,Quarta-feira
Rockford,IL,Fireball,16,2,21:30:00,2000-02-16,Quarta-feira
Appleton,WI,Formation,16,2,09:35:00,2000-02-16,Quarta-feira
Hubbard,OR,Rectangle,15,2,23:00:00,2000-02-15,Terça-feira
Fairbanks,AK,Light,15,2,22:15:00,2000-02-15,Terça-feira
Honolulu,HI,Disk,15,2,12:30:00,2000-02-15,Terça-feira
Petrified Forest National Park,AZ,Oval,15,2,04:00:00,2000-02-15,Terça-feira
Petrified Forest National Park,AZ,Oval,15,2,04:00:00,2000-02-15,Terça-feira
Duluth,GA,Other,6,2,23:00:00,2000-02-06,Domingo
Elk Grove,CA,Other,2,2,01:00:00,2000-02-02,Quarta-feira
New York City (Bronx),NY,Other,1,2,20:30:00,2000-02-01,Terça-feira
Cottage Grove,OR,Triangle,1,2,09:00:00,2000-02-01,Terça-feira
Lynn,AL,Triangle,1,2,02:30:00,2000-02-01,Terça-feira
Westborough,MA,Triangle,31,3,20:30:00,2000-03-31,Sexta-feira
Gilbert,AZ,Circle,30,3,18:52:00,2000-03-30,Quinta-feira
Charleston,SC,Circle,13,3,21:00:00,2000-03-13,Segunda-feira
