City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Seattle,WA,Fireball,26,12,02:17:00,2011-12-26,Segunda-feira
Burlington,WA,Triangle,25,12,19:55:00,2011-12-25,Domingo
Kirkland,WA,Light,24,12,22:35:00,2011-12-24,Sábado
Spanaway,WA,Formation,24,12,20:00:00,2011-12-24,Sábado
Sammamish,WA,Fireball,24,12,18:30:00,2011-12-24,Sábado
Spokane,WA,Light,23,12,17:14:00,2011-12-23,Sexta-feira
Spokane,WA,Fireball,23,12,17:00:00,2011-12-23,Sexta-feira
Spokane,WA,Fireball,23,12,16:30:00,2011-12-23,Sexta-feira
Yakima,WA,Formation,23,12,00:30:00,2011-12-23,Sexta-feira
Twisp,WA,Sphere,22,12,18:00:00,2011-12-22,Quinta-feira
Bellingham,WA,Sphere,21,12,21:00:00,2011-12-21,Quarta-feira
Friday Harbor,WA,Light,20,12,17:30:00,2011-12-20,Terça-feira
Stanwood,WA,Oval,20,12,08:50:00,2011-12-20,Terça-feira
Redmond,WA,Light,17,12,00:00:00,2011-12-17,Sábado
Bellevue,WA,Light,16,12,23:45:00,2011-12-16,Sexta-feira
Seattle,WA,Sphere,16,12,20:00:00,2011-12-16,Sexta-feira
Lacey,WA,Light,12,12,20:11:00,2011-12-12,Segunda-feira
Mount Vernon,WA,Light,12,12,05:30:00,2011-12-12,Segunda-feira
Tacoma,WA,Flash,12,12,04:30:00,2011-12-12,Segunda-feira
Auburn,WA,Disk,11,12,05:00:00,2011-12-11,Domingo
Brinnon,WA,Circle,9,12,05:00:00,2011-12-09,Sexta-feira
Renton,WA,Light,5,12,21:00:00,2011-12-05,Segunda-feira
Bellevue/Issaquah,WA,Light,4,12,22:12:00,2011-12-04,Domingo
Yakima,WA,Light,2,12,06:30:00,2011-12-02,Sexta-feira
Kirkland,WA,Triangle,1,12,01:30:00,2011-12-01,Quinta-feira
Blaine,WA,Other,1,12,00:10:00,2011-12-01,Quinta-feira
Lacey,WA,Flash,29,1,01:30:00,2012-01-29,Domingo
Bremerton,WA,Triangle,27,1,21:40:00,2012-01-27,Sexta-feira
Brady,WA,Fireball,27,1,18:45:00,2012-01-27,Sexta-feira
Fall City,WA,Oval,25,1,23:30:00,2012-01-25,Quarta-feira
Mount Vernon,WA,Flash,24,1,22:30:00,2012-01-24,Terça-feira
Parkland,WA,Sphere,21,1,22:45:00,2012-01-21,Sábado
Chelan,WA,Disk,21,1,21:35:00,2012-01-21,Sábado
Bellingham,WA,Light,16,1,03:30:00,2012-01-16,Segunda-feira
Bremerton,WA,Circle,14,1,21:05:00,2012-01-14,Sábado
Seattle,WA,Circle,12,1,05:00:00,2012-01-12,Quinta-feira
Lacey/Olympia,WA,Light,11,1,23:25:00,2012-01-11,Quarta-feira
Walla Walla,WA,Formation,11,1,22:30:00,2012-01-11,Quarta-feira
Marysville,WA,Triangle,10,1,21:00:00,2012-01-10,Terça-feira
Odessa/Harrington,WA,Sphere,9,1,20:00:00,2012-01-09,Segunda-feira
Vancouver,WA,Fireball,6,1,22:00:00,2012-01-06,Sexta-feira
University Place,WA,Sphere,1,1,22:45:00,2012-01-01,Domingo
Walla Walla,WA,Sphere,1,1,19:30:00,2012-01-01,Domingo
Wapato,WA,Other,1,1,12:00:00,2012-01-01,Domingo
Lake Stevens,WA,Light,1,1,00:11:00,2012-01-01,Domingo
Seattle (Northgate),WA,Oval,1,1,00:01:00,2012-01-01,Domingo
Tulalip,WA,Oval,1,1,00:01:00,2012-01-01,Domingo
Issaquah,WA,Light,27,2,00:36:00,2012-02-27,Segunda-feira
Federal Way,WA,Light,26,2,19:54:00,2012-02-26,Domingo
Bellingham,WA,Light,26,2,18:32:00,2012-02-26,Domingo
White Swan,WA,Light,23,2,21:00:00,2012-02-23,Quinta-feira
Bothell,WA,Circle,21,2,20:00:00,2012-02-21,Terça-feira
Ridgefield,WA,Light,18,2,21:30:00,2012-02-18,Sábado
Auburn,WA,Light,18,2,10:55:00,2012-02-18,Sábado
Anacortes,WA,Oval,17,2,07:15:00,2012-02-17,Sexta-feira
Bothell,WA,Circle,8,2,21:34:00,2012-02-08,Quarta-feira
Yakima,WA,Fireball,6,2,21:00:00,2012-02-06,Segunda-feira
La Center,WA,Disk,5,2,10:00:00,2012-02-05,Domingo
Marysville,WA,Light,4,2,02:20:00,2012-02-04,Sábado
Chattaroy,WA,Circle,3,2,20:22:00,2012-02-03,Sexta-feira
Federal Way,WA,Light,3,2,20:00:00,2012-02-03,Sexta-feira
Chattaroy,WA,Circle,2,2,21:38:00,2012-02-02,Quinta-feira
Spanaway,WA,Changing,2,2,19:00:00,2012-02-02,Quinta-feira
Port Angeles,WA,Disk,2,2,15:00:00,2012-02-02,Quinta-feira
Chimacum,WA,Fireball,1,2,20:00:00,2012-02-01,Quarta-feira
Federal Way,WA,Other,25,3,19:00:00,2012-03-25,Domingo
Burbank,WA,Sphere,24,3,23:52:00,2012-03-24,Sábado
Burien,WA,Fireball,24,3,21:00:00,2012-03-24,Sábado
Lakewood,WA,Oval,24,3,16:00:00,2012-03-24,Sábado
Davenport,WA,Other,23,3,22:30:00,2012-03-23,Sexta-feira
University Place,WA,Cigar,23,3,20:50:00,2012-03-23,Sexta-feira
Seattle,WA,Fireball,18,3,20:45:00,2012-03-18,Domingo
Airway Heights,WA,Sphere,17,3,20:45:00,2012-03-17,Sábado
Vancouver,WA,Disk,14,3,23:30:00,2012-03-14,Quarta-feira
Richland,WA,Changing,13,3,22:10:00,2012-03-13,Terça-feira
Ellensburg,WA,Triangle,12,3,19:45:00,2012-03-12,Segunda-feira
Bremerton,WA,Fireball,8,3,19:00:00,2012-03-08,Quinta-feira
Bellingham,WA,Sphere,5,3,20:41:00,2012-03-05,Segunda-feira
Seattle,WA,Light,2,3,23:30:00,2012-03-02,Sexta-feira
Tum Tum,WA,Light,29,4,03:00:00,2012-04-29,Domingo
Rochester,WA,Sphere,24,4,02:45:00,2012-04-24,Terça-feira
Everett,WA,Triangle,22,4,21:36:00,2012-04-22,Domingo
Vancouver,WA,Fireball,22,4,20:32:00,2012-04-22,Domingo
Yakima,WA,Fireball,22,4,11:08:00,2012-04-22,Domingo
Vancouver,WA,Oval,22,4,01:00:00,2012-04-22,Domingo
North Bend,WA,Circle,21,4,22:40:00,2012-04-21,Sábado
Auburn,WA,Circle,21,4,22:25:00,2012-04-21,Sábado
Olympia,WA,Sphere,21,4,22:25:00,2012-04-21,Sábado
Bremerton,WA,Triangle,21,4,22:00:00,2012-04-21,Sábado
Seattle,WA,Disk,21,4,12:40:00,2012-04-21,Sábado
Tacoma,WA,Formation,21,4,05:45:00,2012-04-21,Sábado
Spokane Valley,WA,Light,14,4,22:00:00,2012-04-14,Sábado
Coulee City,WA,Light,12,4,21:20:00,2012-04-12,Quinta-feira
Seattle,WA,Fireball,8,4,21:40:00,2012-04-08,Domingo
Seattle,WA,Sphere,8,4,21:30:00,2012-04-08,Domingo
Spokane,WA,Triangle,7,4,07:40:00,2012-04-07,Sábado
Anacortes,WA,Fireball,3,4,10:30:00,2012-04-03,Terça-feira
Seattle,WA,Cigar,2,4,19:24:00,2012-04-02,Segunda-feira
Kent,WA,Cigar,2,4,12:20:00,2012-04-02,Segunda-feira
Marysville,WA,Other,1,4,13:15:00,2012-04-01,Domingo
University Place,WA,Sphere,29,5,03:51:00,2012-05-29,Terça-feira
Puyallup,WA,Light,24,5,21:45:00,2012-05-24,Quinta-feira
Everett,WA,Oval,24,5,09:36:00,2012-05-24,Quinta-feira
Yakima,WA,Circle,24,5,03:00:00,2012-05-24,Quinta-feira
Edmonds,WA,Fireball,21,5,22:30:00,2012-05-21,Segunda-feira
Seabeck,WA,Triangle,19,5,03:00:00,2012-05-19,Sábado
Issaquah,WA,Flash,17,5,21:48:00,2012-05-17,Quinta-feira
Seattle,WA,Light,13,5,23:00:00,2012-05-13,Domingo
Everett,WA,Light,13,5,22:25:00,2012-05-13,Domingo
Olympic National Park (Olympic Mountain Range),WA,Oval,13,5,08:00:00,2012-05-13,Domingo
Battle Ground,WA,Oval,12,5,21:03:00,2012-05-12,Sábado
Auburn,WA,Light,8,5,00:31:00,2012-05-08,Terça-feira
Hoodsport,WA,Formation,7,5,22:00:00,2012-05-07,Segunda-feira
Everett,WA,Triangle,3,5,21:00:00,2012-05-03,Quinta-feira
Bremerton,WA,Oval,30,6,23:50:00,2012-06-30,Sábado
Blaine,WA,Light,30,6,23:30:00,2012-06-30,Sábado
Ocean Park,WA,Sphere,30,6,22:10:00,2012-06-30,Sábado
Gold Bar,WA,Circle,30,6,22:00:00,2012-06-30,Sábado
Anacortes,WA,Disk,30,6,17:00:00,2012-06-30,Sábado
Seattle,WA,Light,29,6,22:33:00,2012-06-29,Sexta-feira
Bellingham,WA,Light,29,6,21:55:00,2012-06-29,Sexta-feira
Bellingham,WA,Fireball,29,6,21:45:00,2012-06-29,Sexta-feira
Cheney,WA,Triangle,28,6,16:00:00,2012-06-28,Quinta-feira
Seattle,WA,Circle,27,6,22:30:00,2012-06-27,Quarta-feira
Hoquiam,WA,Fireball,24,6,10:24:00,2012-06-24,Domingo
Gorge,WA,Fireball,23,6,01:00:00,2012-06-23,Sábado
Anacortes,WA,Other,21,6,20:00:00,2012-06-21,Quinta-feira
Goldendale,WA,Fireball,20,6,12:00:00,2012-06-20,Quarta-feira
Coupeville (south of),WA,Light,19,6,22:55:00,2012-06-19,Terça-feira
Connell,WA,Light,18,6,23:20:00,2012-06-18,Segunda-feira
Mill Creek,WA,Sphere,17,6,00:30:00,2012-06-17,Domingo
Lakewood,WA,Circle,16,6,22:00:00,2012-06-16,Sábado
Seattle,WA,Fireball,15,6,22:15:00,2012-06-15,Sexta-feira
Wenatchee,WA,Light,15,6,19:00:00,2012-06-15,Sexta-feira
Bow,WA,Sphere,14,6,23:00:00,2012-06-14,Quinta-feira
Newport,WA,Light,14,6,22:30:00,2012-06-14,Quinta-feira
Newport,WA,Light,14,6,22:30:00,2012-06-14,Quinta-feira
Oroville,WA,Disk,11,6,20:00:00,2012-06-11,Segunda-feira
Seattle,WA,Circle,8,6,11:00:00,2012-06-08,Sexta-feira
Vancouver,WA,Light,7,6,22:10:00,2012-06-07,Quinta-feira
Warm Beach,WA,Oval,7,6,05:30:00,2012-06-07,Quinta-feira
Tum Tum,WA,Light,7,6,02:30:00,2012-06-07,Quinta-feira
Kent,WA,Other,6,6,16:43:00,2012-06-06,Quarta-feira
Friday Harbor,WA,Light,5,6,21:30:00,2012-06-05,Terça-feira
Seattle,WA,Cigar,3,6,10:43:00,2012-06-03,Domingo
Beacon Rock State Park,WA,Sphere,2,6,21:00:00,2012-06-02,Sábado
Beacon Rock State Park,WA,Sphere,2,6,21:00:00,2012-06-02,Sábado
Bellevue,WA,Fireball,2,6,21:00:00,2012-06-02,Sábado
Beacon Rock State Park (Skamania),WA,Changing,2,6,20:30:00,2012-06-02,Sábado
Graham,WA,Light,1,6,23:24:00,2012-06-01,Sexta-feira
Federal Way,WA,Light,31,7,00:00:00,2012-07-31,Terça-feira
Tum Tum,WA,Light,31,7,22:40:00,2012-07-31,Terça-feira
Waitsburg,WA,Light,31,7,22:30:00,2012-07-31,Terça-feira
Chewelah,WA,Light,28,7,03:34:00,2012-07-28,Sábado
Bonney Lake,WA,Triangle,27,7,22:30:00,2012-07-27,Sexta-feira
Tacoma (northeast area),WA,Fireball,27,7,22:00:00,2012-07-27,Sexta-feira
Puyallup,WA,Flash,26,7,01:30:00,2012-07-26,Quinta-feira
Lake Stevens,WA,Fireball,25,7,22:30:00,2012-07-25,Quarta-feira
Vancouver,WA,Light,24,7,22:00:00,2012-07-24,Terça-feira
Ravensdale,WA,Light,21,7,23:30:00,2012-07-21,Sábado
Monroe,WA,Fireball,20,7,23:30:00,2012-07-20,Sexta-feira
Centralia,WA,Fireball,18,7,21:45:00,2012-07-18,Quarta-feira
Airway Heights,WA,Light,14,7,21:30:00,2012-07-14,Sábado
Mukilteo,WA,Fireball,12,7,00:25:00,2012-07-12,Quinta-feira
Davenport,WA,Light,10,7,23:55:00,2012-07-10,Terça-feira
Duvall,WA,Circle,9,7,01:00:00,2012-07-09,Segunda-feira
Olympia,WA,Circle,9,7,00:00:00,2012-07-09,Segunda-feira
Clinton,WA,Fireball,8,7,00:45:00,2012-07-08,Domingo
Seattle,WA,Fireball,7,7,23:40:00,2012-07-07,Sábado
Port Orchard,WA,Light,7,7,23:19:00,2012-07-07,Sábado
Olympia,WA,Fireball,7,7,23:10:00,2012-07-07,Sábado
Seattle,WA,Other,7,7,23:07:00,2012-07-07,Sábado
Seattle,WA,Fireball,7,7,23:00:00,2012-07-07,Sábado
Seattle,WA,Circle,7,7,22:00:00,2012-07-07,Sábado
Seattle,WA,Circle,7,7,22:00:00,2012-07-07,Sábado
Vancouver,WA,Light,7,7,00:15:00,2012-07-07,Sábado
Vancouver,WA,Light,7,7,00:00:00,2012-07-07,Sábado
Edmonds,WA,Fireball,5,7,23:00:00,2012-07-05,Quinta-feira
Burien (Seattle),WA,Circle,5,7,22:10:00,2012-07-05,Quinta-feira
Burien,WA,Fireball,5,7,19:30:00,2012-07-05,Quinta-feira
Tacoma,WA,Light,5,7,03:00:00,2012-07-05,Quinta-feira
Bothell,WA,Fireball,4,7,23:13:00,2012-07-04,Quarta-feira
Fox Island,WA,Fireball,4,7,23:00:00,2012-07-04,Quarta-feira
Seattle,WA,Sphere,4,7,23:00:00,2012-07-04,Quarta-feira
Shelton,WA,Circle,4,7,23:00:00,2012-07-04,Quarta-feira
Allyn,WA,Fireball,4,7,22:50:00,2012-07-04,Quarta-feira
Vancouver,WA,Sphere,4,7,22:50:00,2012-07-04,Quarta-feira
Lynnwood,WA,Fireball,4,7,22:45:00,2012-07-04,Quarta-feira
Issaquah,WA,Fireball,4,7,22:33:00,2012-07-04,Quarta-feira
Bremerton,WA,Circle,4,7,22:30:00,2012-07-04,Quarta-feira
North Olympia,WA,Oval,4,7,22:30:00,2012-07-04,Quarta-feira
Longview,WA,Other,4,7,22:30:00,2012-07-04,Quarta-feira
Sedro Woolley,WA,Light,4,7,22:30:00,2012-07-04,Quarta-feira
Ocean Park,WA,Sphere,4,7,22:30:00,2012-07-04,Quarta-feira
Medical Lake,WA,Fireball,4,7,22:30:00,2012-07-04,Quarta-feira
Bremerton,WA,Oval,4,7,22:30:00,2012-07-04,Quarta-feira
Mossyrock,WA,Circle,4,7,22:30:00,2012-07-04,Quarta-feira
Enumclaw,WA,Circle,4,7,22:30:00,2012-07-04,Quarta-feira
Maple Valley,WA,Fireball,4,7,22:20:00,2012-07-04,Quarta-feira
Yakima,WA,Sphere,4,7,22:15:00,2012-07-04,Quarta-feira
Enumclaw,WA,Circle,4,7,22:15:00,2012-07-04,Quarta-feira
Renton,WA,Circle,4,7,22:15:00,2012-07-04,Quarta-feira
Wilkeson,WA,Fireball,4,7,22:10:00,2012-07-04,Quarta-feira
Seattle,WA,Light,4,7,22:00:00,2012-07-04,Quarta-feira
Bothell,WA,Circle,4,7,22:00:00,2012-07-04,Quarta-feira
Mount Vernon,WA,Formation,4,7,22:00:00,2012-07-04,Quarta-feira
Puyallup,WA,Triangle,4,7,22:00:00,2012-07-04,Quarta-feira
Graham,WA,Triangle,4,7,22:00:00,2012-07-04,Quarta-feira
Arlington,WA,Light,4,7,22:00:00,2012-07-04,Quarta-feira
Puyallup,WA,Light,4,7,22:00:00,2012-07-04,Quarta-feira
Renton,WA,Fireball,4,7,22:00:00,2012-07-04,Quarta-feira
Seattle,WA,Fireball,4,7,22:00:00,2012-07-04,Quarta-feira
Tacoma,WA,Fireball,4,7,22:00:00,2012-07-04,Quarta-feira
Toppenish,WA,Sphere,4,7,21:45:00,2012-07-04,Quarta-feira
Spanaway,WA,Fireball,4,7,21:45:00,2012-07-04,Quarta-feira
Puyallup,WA,Fireball,4,7,21:44:00,2012-07-04,Quarta-feira
Seattle,WA,Light,4,7,21:40:00,2012-07-04,Quarta-feira
Seattle,WA,Light,4,7,21:00:00,2012-07-04,Quarta-feira
Spanaway,WA,Changing,4,7,04:00:00,2012-07-04,Quarta-feira
Lacey,WA,Disk,4,7,00:10:00,2012-07-04,Quarta-feira
Washougal,WA,Fireball,3,7,22:30:00,2012-07-03,Terça-feira
Ferndale,WA,Light,3,7,22:15:00,2012-07-03,Terça-feira
Wilkeson,WA,Fireball,3,7,22:00:00,2012-07-03,Terça-feira
Auburn,WA,Light,3,7,21:45:00,2012-07-03,Terça-feira
Renton,WA,Fireball,2,7,23:51:00,2012-07-02,Segunda-feira
Seattle,WA,Other,1,7,22:50:00,2012-07-01,Domingo
Moses Lake,WA,Other,1,7,19:00:00,2012-07-01,Domingo
Sedro Woolley,WA,Fireball,1,7,00:00:00,2012-07-01,Domingo
Yelm,WA,Rectangle,31,8,17:20:00,2012-08-31,Sexta-feira
Edmonds,WA,Flash,26,8,22:00:00,2012-08-26,Domingo
Langley,WA,Fireball,26,8,20:50:00,2012-08-26,Domingo
Liberty Lake,WA,Fireball,25,8,22:00:00,2012-08-25,Sábado
Vancouver,WA,Fireball,25,8,19:00:00,2012-08-25,Sábado
Neah Bay,WA,Sphere,25,8,00:30:00,2012-08-25,Sábado
Issaquah,WA,Fireball,24,8,22:00:00,2012-08-24,Sexta-feira
Tacoma,WA,Oval,22,8,22:30:00,2012-08-22,Quarta-feira
Yakima,WA,Disk,21,8,23:00:00,2012-08-21,Terça-feira
Vancouver,WA,Circle,21,8,23:00:00,2012-08-21,Terça-feira
Kennewick,WA,Triangle,21,8,22:00:00,2012-08-21,Terça-feira
Kennewick,WA,Other,21,8,21:45:00,2012-08-21,Terça-feira
Richland,WA,Formation,21,8,21:40:00,2012-08-21,Terça-feira
Moses Lake,WA,Triangle,20,8,22:30:00,2012-08-20,Segunda-feira
Moxee,WA,Other,20,8,21:08:00,2012-08-20,Segunda-feira
Cougar,WA,Circle,19,8,22:15:00,2012-08-19,Domingo
Camas,WA,Circle,18,8,22:30:00,2012-08-18,Sábado
Elk,WA,Formation,18,8,21:00:00,2012-08-18,Sábado
Mukilteo,WA,Oval,18,8,20:30:00,2012-08-18,Sábado
Bainbridge Island,WA,Light,17,8,22:05:00,2012-08-17,Sexta-feira
Spokane,WA,Circle,17,8,21:30:00,2012-08-17,Sexta-feira
Sumner,WA,Triangle,17,8,02:00:00,2012-08-17,Sexta-feira
Cinebar,WA,Triangle,16,8,23:05:00,2012-08-16,Quinta-feira
Leavenworth,WA,Fireball,15,8,21:44:00,2012-08-15,Quarta-feira
Omak,WA,Circle,15,8,21:35:00,2012-08-15,Quarta-feira
Seatac,WA,Light,14,8,22:10:00,2012-08-14,Terça-feira
Maple Valley,WA,Sphere,12,8,23:20:00,2012-08-12,Domingo
Edmonds,WA,Sphere,12,8,10:04:00,2012-08-12,Domingo
Bellingham,WA,Formation,11,8,23:30:00,2012-08-11,Sábado
Mount Vernon,WA,Triangle,11,8,23:10:00,2012-08-11,Sábado
Bellingham,WA,Circle,11,8,23:00:00,2012-08-11,Sábado
Enumclaw,WA,Formation,11,8,21:45:00,2012-08-11,Sábado
Algona,WA,Light,11,8,21:30:00,2012-08-11,Sábado
Renton,WA,Fireball,11,8,21:15:00,2012-08-11,Sábado
Wenatchee,WA,Circle,10,8,21:40:00,2012-08-10,Sexta-feira
Finley,WA,Light,10,8,21:00:00,2012-08-10,Sexta-feira
Seattle,WA,Fireball,10,8,02:00:00,2012-08-10,Sexta-feira
Seattle,WA,Cigar,9,8,09:03:00,2012-08-09,Quinta-feira
Spokane,WA,Disk,8,8,03:00:00,2012-08-08,Quarta-feira
Burbank,WA,Sphere,7,8,22:25:00,2012-08-07,Terça-feira
Finley,WA,Other,7,8,22:15:00,2012-08-07,Terça-feira
Seattle,WA,Rectangle,7,8,08:00:00,2012-08-07,Terça-feira
Ocean Shores,WA,Light,7,8,05:40:00,2012-08-07,Terça-feira
Carson,WA,Sphere,6,8,23:30:00,2012-08-06,Segunda-feira
Yakima,WA,Formation,6,8,22:00:00,2012-08-06,Segunda-feira
Yacolt,WA,Oval,6,8,22:00:00,2012-08-06,Segunda-feira
Seattle,WA,Fireball,6,8,21:33:00,2012-08-06,Segunda-feira
Nordland,WA,Light,6,8,01:20:00,2012-08-06,Segunda-feira
Seattle,WA,Circle,5,8,22:00:00,2012-08-05,Domingo
Hockison,WA,Flash,5,8,02:00:00,2012-08-05,Domingo
Vancouver,WA,Circle,4,8,22:19:00,2012-08-04,Sábado
Federal way,WA,Formation,4,8,20:00:00,2012-08-04,Sábado
Graham,WA,Fireball,4,8,00:30:00,2012-08-04,Sábado
Issaquah,WA,Light,3,8,23:04:00,2012-08-03,Sexta-feira
Renton,WA,Oval,3,8,22:00:00,2012-08-03,Sexta-feira
Seattle,WA,Light,3,8,21:30:00,2012-08-03,Sexta-feira
Kennewick,WA,Triangle,2,8,21:00:00,2012-08-02,Quinta-feira
Spokane,WA,Other,30,9,20:00:00,2012-09-30,Domingo
Bellevue,WA,Light,30,9,01:00:00,2012-09-30,Domingo
Vancouver,WA,Triangle,29,9,20:30:00,2012-09-29,Sábado
Seattle,WA,Light,29,9,19:58:00,2012-09-29,Sábado
Bellingham,WA,Sphere,27,9,21:24:00,2012-09-27,Quinta-feira
Sultan,WA,Circle,26,9,21:00:00,2012-09-26,Quarta-feira
Lakewood,WA,Sphere,26,9,19:25:00,2012-09-26,Quarta-feira
Seattle,WA,Rectangle,24,9,19:00:00,2012-09-24,Segunda-feira
Tacoma,WA,Other,23,9,19:00:00,2012-09-23,Domingo
Coupeville,WA,Changing,22,9,20:15:00,2012-09-22,Sábado
Seattle (Madison Park),WA,Light,20,9,04:30:00,2012-09-20,Quinta-feira
Tacoma,WA,Light,18,9,20:50:00,2012-09-18,Terça-feira
Deer Park,WA,Light,18,9,03:29:00,2012-09-18,Terça-feira
Tacoma (northeast section),WA,Light,17,9,20:45:00,2012-09-17,Segunda-feira
Woodland,WA,Light,17,9,08:45:00,2012-09-17,Segunda-feira
Woodland,WA,Oval,17,9,08:30:00,2012-09-17,Segunda-feira
Seatac,WA,Sphere,14,9,19:00:00,2012-09-14,Sexta-feira
Camano Island,WA,Oval,13,9,20:50:00,2012-09-13,Quinta-feira
Everett,WA,Triangle,12,9,00:35:00,2012-09-12,Quarta-feira
Snoqualmie,WA,Formation,11,9,22:50:00,2012-09-11,Terça-feira
Coulee Dam,WA,Fireball,11,9,22:00:00,2012-09-11,Terça-feira
Blanchard,WA,Sphere,11,9,04:00:00,2012-09-11,Terça-feira
Seattle,WA,Circle,8,9,21:00:00,2012-09-08,Sábado
Vancouver,WA,Triangle,7,9,21:46:00,2012-09-07,Sexta-feira
Richland/Pasco,WA,Fireball,7,9,21:45:00,2012-09-07,Sexta-feira
Whidbey,WA,Sphere,7,9,05:30:00,2012-09-07,Sexta-feira
Walla Walla,WA,Light,7,9,01:00:00,2012-09-07,Sexta-feira
Everywhere,WA,Sphere,5,9,08:00:00,2012-09-05,Quarta-feira
Kelso,WA,Oval,5,9,05:30:00,2012-09-05,Quarta-feira
Ellensburg,WA,Triangle,5,9,00:46:00,2012-09-05,Quarta-feira
Dewattow,WA,Oval,5,9,00:00:00,2012-09-05,Quarta-feira
Auburn,WA,Circle,4,9,20:00:00,2012-09-04,Terça-feira
West Seattle,WA,Sphere,2,9,22:05:00,2012-09-02,Domingo
Seattle,WA,Fireball,1,9,23:15:00,2012-09-01,Sábado
Bremerton,WA,Circle,1,9,02:30:00,2012-09-01,Sábado
Lakebay,WA,Cigar,31,10,19:10:00,2012-10-31,Quarta-feira
Yakima,WA,Light,25,10,21:00:00,2012-10-25,Quinta-feira
Mt. Vernon,WA,Other,24,10,17:00:00,2012-10-24,Quarta-feira
Spokane,WA,Light,22,10,16:00:00,2012-10-22,Segunda-feira
Tacoma,WA,Oval,19,10,09:03:00,2012-10-19,Sexta-feira
Everett,WA,Circle,19,10,05:00:00,2012-10-19,Sexta-feira
Olympia,WA,Light,16,10,22:30:00,2012-10-16,Terça-feira
Yakima,WA,Sphere,15,10,21:00:00,2012-10-15,Segunda-feira
Ravensdale,WA,Triangle,11,10,20:42:00,2012-10-11,Quinta-feira
Rochester,WA,Light,10,10,21:00:00,2012-10-10,Quarta-feira
Yakima,WA,Light,10,10,20:48:00,2012-10-10,Quarta-feira
Bonney Lake,WA,Other,6,10,20:30:00,2012-10-06,Sábado
Seattle,WA,Triangle,6,10,15:17:00,2012-10-06,Sábado
Manchester,WA,Fireball,6,10,07:15:00,2012-10-06,Sábado
Des Moines,WA,Triangle,4,10,20:00:00,2012-10-04,Quinta-feira
Vancouver,WA,Other,3,10,17:15:00,2012-10-03,Quarta-feira
Yelm,WA,Light,2,10,05:25:00,2012-10-02,Terça-feira
Auburn/Federal Way,WA,Triangle,27,11,18:50:00,2012-11-27,Terça-feira
Auburn,WA,Changing,26,11,18:43:00,2012-11-26,Segunda-feira
Bellingham,WA,Circle,24,11,01:30:00,2012-11-24,Sábado
Bellingham,WA,Rectangle,18,11,21:30:00,2012-11-18,Domingo
College Place,WA,Triangle,18,11,20:15:00,2012-11-18,Domingo
Snoqualmie,WA,Circle,16,11,22:00:00,2012-11-16,Sexta-feira
Vancouver,WA,Light,15,11,21:00:00,2012-11-15,Quinta-feira
Vancouver,WA,Triangle,15,11,17:30:00,2012-11-15,Quinta-feira
Pierce county,WA,Rectangle,15,11,00:00:00,2012-11-15,Quinta-feira
Tacoma,WA,Flash,14,11,23:43:00,2012-11-14,Quarta-feira
Bellingham,WA,Circle,14,11,20:00:00,2012-11-14,Quarta-feira
Vancouver,WA,Fireball,14,11,18:30:00,2012-11-14,Quarta-feira
Vancouver,WA,Fireball,14,11,17:35:00,2012-11-14,Quarta-feira
Vancouver,WA,Fireball,14,11,17:30:00,2012-11-14,Quarta-feira
Vancouver,WA,Fireball,14,11,17:30:00,2012-11-14,Quarta-feira
Longview,WA,Fireball,14,11,16:50:00,2012-11-14,Quarta-feira
Silverdale,WA,Light,13,11,21:00:00,2012-11-13,Terça-feira
Lynnwood,WA,Other,10,11,22:00:00,2012-11-10,Sábado
Castle Rock,WA,Triangle,10,11,18:28:00,2012-11-10,Sábado
Vancouver,WA,Rectangle,10,11,18:25:00,2012-11-10,Sábado
Hoquiam,WA,Flash,10,11,01:00:00,2012-11-10,Sábado
Selah,WA,Triangle,8,11,17:30:00,2012-11-08,Quinta-feira
North Bend,WA,Light,7,11,20:15:00,2012-11-07,Quarta-feira
Tacoma,WA,Light,5,11,22:20:00,2012-11-05,Segunda-feira
Renton,WA,Light,4,11,20:00:00,2012-11-04,Domingo
Goldendale,WA,Fireball,3,11,18:45:00,2012-11-03,Sábado
Tacoma,WA,Triangle,1,11,20:50:00,2012-11-01,Quinta-feira
Seattle,WA,Light,1,11,20:45:00,2012-11-01,Quinta-feira
Palouse,WA,Light,31,12,23:58:00,2012-12-31,Segunda-feira
Burien,WA,Oval,31,12,23:45:00,2012-12-31,Segunda-feira
Anacortes,WA,Fireball,31,12,20:45:00,2012-12-31,Segunda-feira
Sequim,WA,Other,31,12,19:30:00,2012-12-31,Segunda-feira
Seattle (Fremont District),WA,Sphere,28,12,23:55:00,2012-12-28,Sexta-feira
Monitor,WA,Light,28,12,20:30:00,2012-12-28,Sexta-feira
Wenatchee,WA,Light,28,12,17:40:00,2012-12-28,Sexta-feira
Wenatchee,WA,Circle,28,12,17:30:00,2012-12-28,Sexta-feira
Wenatchee,WA,Circle,28,12,17:30:00,2012-12-28,Sexta-feira
Spokane,WA,Oval,27,12,22:00:00,2012-12-27,Quinta-feira
Friday Harbor,WA,Light,23,12,21:30:00,2012-12-23,Domingo
Seattle,WA,Oval,22,12,22:15:00,2012-12-22,Sábado
Castle Rock,WA,Circle,21,12,21:10:00,2012-12-21,Sexta-feira
